,Price,Area,Location
4638,1000000,8,Bình Thuận
4639,1000000,20,
4640,6000000,32,Hòa Cường Nam
4641,5000000,32,
4642,8000000,142,Bình Thuận
4643,1000000,8,Bình Thuận
4644,1000000,25,Khuê Trung
4645,3000000,25,Mỹ An
4646,2000000,30,
4647,2000000,19,
4648,1000000,9,Bình Thuận
4649,25000000,20,
4650,1000000,,Bình Thuận
4651,5000000,32,Hòa Minh
4652,3000000,25,
4653,3000000,35,Khuê Trung
4654,1000000,8,Bình Thuận
4655,2000000,19,Khuê Trung
4656,1000000,19,Khuê Trung
4657,2000000,20,Khuê Trung
4658,1000000,7,Bình Thuận
4659,2000000,80,
4660,7000000,100,Khuê Trung
4661,1000000,19,Khuê Trung
4662,2000000,20,Khuê Trung
4663,2000000,36,Mỹ An
4664,3000000,35,
4665,1000000,24,
4666,1000000,20,Hòa Cường Nam
4667,1000000,19,Khuê Trung
4668,2000000,24,Khuê Trung
4669,1000000,19,Khuê Trung
4670,2000000,21,Khuê Trung
4671,2000000,30,Hòa Minh
4672,2000000,20,Khuê Trung
4673,1000000,20,Khuê Trung
4674,2000000,23,Khuê Trung
4675,2000000,21,Khuê Trung
4676,1000000,20,Khuê Trung
4677,2000000,23,Khuê Trung
4678,1000000,30,An Hải Bắc
4679,2000000,25,
4680,1000000,19,Khuê Trung
4681,1000000,19,
4682,1000000,20,Khuê Trung
4683,1000000,19,Hòa Minh
4684,1000000,18,Khuê Trung
4685,,50,
4686,1000000,26,Hòa Phát
4687,1000000,20,An Hải Bắc
4688,1000000,20,An Hải Bắc
4689,1000000,18,Hòa Minh
4690,1000000,18,Khuê Trung
4691,2000000,18,Khuê Trung
4692,1000000,19,Khuê Trung
4693,1000000,16,
4694,1000000,17,Hòa Minh
4695,1000000,19,Khuê Trung
4696,2000000,22,
4697,27000000,300,Hòa Cường Nam
4698,1000000,7,Mỹ An
4699,2000000,25,Hòa Minh
4700,2000000,19,Khuê Trung
4701,1000000,15,Hòa Minh
4702,1000000,16,Hòa Minh
4703,2000000,19,Khuê Trung
4704,2000000,22,Mỹ An
4705,1000000,20,
4706,1000000,120,Hòa Hải
4707,2000000,19,
4708,1000000,16,Hòa Minh
4709,13000000,12,Khuê Trung
4710,1000000,20,
4711,3000000,80,
4712,3000000,80,
4713,1000000,6,Mỹ An
4714,2000000,19,
4715,2000000,22,
4716,1000000,19,Hòa Minh
4717,2000000,19,
4718,1000000,19,Khuê Trung
4719,1000000,20,Hòa Minh
4720,1000000,20,Hòa Minh
4721,2000000,20,
4722,2000000,20,
4723,3000000,25,
4724,1000000,20,Hòa Minh
4725,2000000,20,Khuê Trung
4726,1000000,20,Hòa Minh
4727,1000000,7,Mỹ An
4728,1000000,6,
4729,1000000,19,Hòa Minh
4730,3000000,30,
4731,1000000,24,Hòa An
4732,1000000,20,Hòa Minh
4733,1000000,7,Mỹ An
4734,2000000,23,
4735,3000000,30,
4736,3000000,30,
4737,3000000,40,
4738,1000000,7,Mỹ An
4739,2000000,25,
4740,1000000,22,
4741,2000000,19,Hòa Minh
4742,1000000,8,Mỹ An
4743,,,
4744,2000000,20,Hòa Minh
4745,1000000,7,Mỹ An
4746,1000000,7,Mỹ An
4747,2000000,,Hòa Minh
4748,1000000,7,Mỹ An
4749,1000000,6,Mỹ An
4750,2000000,19,Hòa Minh
4751,2000000,20,Hòa Minh
4752,1000000,6,Mỹ An
4753,1000000,6,Mỹ An
4754,1000000,23,Hòa Cường Bắc
4755,1000000,20,
4756,2000000,32,
4757,2000000,30,Hòa Thuận Tây
4758,2000000,30,Hòa Thuận Tây
4759,1000000,22,
4760,2000000,20,
4761,1000000,7,Mỹ An
4762,1000000,23,Hòa Cường Bắc
4763,2000000,60,
4764,1000000,6,Mỹ An
4765,2000000,18,Hòa Minh
4766,1000000,25,Hòa Cường Bắc
4767,2000000,20,
4768,2000000,50,Mân Thái
4769,1000000,18,Hòa Cường Bắc
4770,1000000,6,Mỹ An
4771,1000000,30,Hòa Khê
4772,1000000,6,Mỹ An
4773,1000000,20,Hòa Cường Bắc
4774,3000000,30,
4775,3000000,30,
4776,3000000,30,
4777,3000000,30,
4778,2000000,25,
4779,,,An Hải Bắc
4780,3000000,32,
4781,2000000,18,Hòa Minh
4782,1000000,6,Mỹ An
4783,2000000,20,Hòa Minh
4784,1000000,7,Mỹ An
4785,1000000,23,Hòa Cường Bắc
4786,1000000,7,Mỹ An
4787,3000000,30,Khuê Mỹ
4788,1000000,5,Mỹ An
4789,2000000,18,Mỹ An
4790,4000000,35,
4791,4000000,35,
4792,2000000,25,Hòa Cường Bắc
4793,1000000,,Mỹ An
4794,7000000,54,An Hải Tây
4795,1000000,16,
4796,4000000,30,
4797,,15,Hòa An
4798,1000000,6,Mỹ An
4799,1000000,20,Hòa Cường Bắc
4800,1000000,8,Mỹ An
4801,1000000,18,Khuê Trung
4802,1000000,18,Khuê Trung
4803,1000000,20,Khuê Trung
4804,2000000,30,Hòa Thuận Tây
4805,1000000,20,Khuê Trung
4806,1000000,6,Mỹ An
4807,1000000,18,Khuê Trung
4808,1000000,5,Mỹ An
4809,2000000,18,
4810,1000000,12,
4811,8000000,70,An Hải Tây
4812,1000000,7,Mỹ An
4813,1000000,20,Hòa Cường Bắc
4814,1000000,6,Mỹ An
4815,2000000,18,Hòa Cường Bắc
4816,2000000,20,Khuê Trung
4817,1000000,20,Mỹ An
4818,1000000,6,Mỹ An
4819,2000000,25,Khuê Trung
4820,1000000,20,
4821,5000000,80,
4822,1000000,16,
4823,1000000,20,Hòa Cường Bắc
4824,1000000,7,Mỹ An
4825,1000000,18,Hòa Cường Nam
4826,1000000,5,Mỹ An
4827,2000000,20,Khuê Trung
4828,2000000,25,Khuê Trung
4829,1000000,7,Mỹ An
4830,1000000,6,Mỹ An
4831,1000000,20,Hòa Cường Bắc
4832,1000000,5,Mỹ An
4833,2000000,22,Mỹ An
4834,3000000,18,
4835,3000000,18,
4836,1000000,20,Hòa Cường Bắc
4837,1000000,6,Mỹ An
4838,25000000,50,Mỹ An
4839,25000000,50,Mỹ An
4840,2000000,22,Mỹ An
4841,1000000,5,Mỹ An
4842,1000000,12,Mỹ An
4843,3000000,30,
4844,1000000,5,Mỹ An
4845,2000000,25,Khuê Trung
4846,1000000,6,Mỹ An
4847,,,Mỹ An
4848,1000000,5,Mỹ An
4849,1000000,7,Mỹ An
4850,1000000,5,Mỹ An
4851,2000000,25,Khuê Trung
4852,1000000,6,Mỹ An
4853,1000000,6,Mỹ An
4854,1000000,8,Mỹ An
4855,1000000,6,Mỹ An
4856,1000000,6,Mỹ An
4857,1000000,6,Mỹ An
4858,2000000,40,Hòa Xuân
4859,2000000,14,
4860,2000000,30,Hòa Thuận Tây
4861,1000000,6,Mỹ An
4862,1000000,8,Mỹ An
4863,,7,Mỹ An
4864,1000000,18,
4865,1000000,5,Mỹ An
4866,1000000,6,Mỹ An
4867,1000000,8,Mỹ An
4868,1000000,8,Mỹ An
4869,,,Mỹ An
4870,6000000,50,Hòa Cường Bắc
4871,3000000,25,
4872,5000000,50,An Hải Bắc
4873,5000000,40,Hòa Cường Nam
4874,4000000,45,
4875,2000000,20,Thạch Thang
4876,2000000,20,
4877,1000000,9,Mỹ An
4878,1000000,8,Mỹ An
4879,3000000,25,
4880,1000000,10,Mỹ An
4881,1000000,8,Mỹ An
4882,1000000,10,Mỹ An
4883,3000000,25,
4884,3000000,25,
4885,2000000,,
4886,1000000,10,Mỹ An
4887,1000000,8,Mỹ An
4888,1000000,8,Mỹ An
4889,1000000,8,Mỹ An
4890,1000000,7,Mỹ An
4891,15000000,,Mỹ An
4892,2000000,50,
4893,1000000,6,Mỹ An
4894,2000000,18,Hòa Cường Bắc
4895,2000000,18,Hòa Cường Bắc
4896,1000000,20,
4897,2000000,18,Hòa Cường Bắc
4898,2000000,18,Hòa Cường Bắc
4899,2000000,18,Hòa Cường Bắc
4900,2000000,20,
4901,2000000,18,Hòa Cường Bắc
4902,2000000,21,
4903,2000000,18,Hòa Cường Bắc
4904,,,
4905,2000000,20,
4906,,17,Hòa Cường Bắc
4907,2000000,18,
4908,2000000,18,
4909,2000000,20,
4910,2000000,17,Hòa Cường Bắc
4911,2000000,18,
4912,2000000,18,
4913,2000000,25,Hòa Minh
4914,2000000,18,Hòa Cường Bắc
4915,2000000,20,
4916,2000000,20,
4917,2000000,18,Khuê Trung
4918,2000000,18,
4919,2000000,17,Hòa Cường Bắc
4920,2000000,17,Hòa Cường Bắc
4921,2000000,18,
4922,2000000,17,Hòa Cường Bắc
4923,2000000,18,
4924,2000000,18,
4925,2000000,17,Hòa Cường Bắc
4926,2000000,18,Khuê Trung
4927,5000000,80,Phước Ninh
4928,2000000,18,Hòa Cường Bắc
4929,3000000,25,
4930,2000000,18,
4931,1000000,18,Hòa Khánh Bắc
4932,2000000,20,
4933,2000000,18,Hòa Cường Bắc
4934,2000000,18,Hòa Cường Bắc
4935,2000000,20,Khuê Mỹ
4936,2000000,20,Khuê Mỹ
4937,3000000,25,
4938,3000000,36,Hòa Thuận Tây
4939,2000000,25,
4940,2000000,50,Mân Thái
4941,1000000,25,Hòa Minh
4942,2000000,18,
4943,2000000,18,Hòa Minh
4944,2000000,17,
4945,2000000,17,Hòa Minh
4946,2000000,20,
4947,2000000,17,Hòa Minh
4948,2000000,17,Hòa Minh
4949,2000000,50,Thạc Gián
4950,2000000,17,
4951,2000000,19,
4952,2000000,20,
4953,5000000,30,Hòa Cường Nam
4954,2000000,17,
4955,2000000,17,Hòa Cường Bắc
4956,,18,Hòa Cường Bắc
4957,2000000,17,Hòa Cường Bắc
4958,2000000,20,Hòa Cường Bắc
4959,2000000,17,Hòa Cường Bắc
4960,2000000,17,Hòa Cường Bắc
4961,2000000,19,Hòa Cường Bắc
4962,1000000,25,Khuê Trung
4963,2000000,17,Hòa Cường Bắc
4964,2000000,18,Hòa Cường Bắc
4965,,20,
4966,2000000,20,Hòa Cường Bắc
4967,2000000,17,Hòa Cường Bắc
4968,2000000,18,Khuê Trung
4969,1000000,7654,
4970,2000000,20,Hòa Cường Bắc
4971,2000000,18,Khuê Trung
4972,1000000,20,
4973,2000000,20,Khuê Trung
4974,2000000,18,Hòa Cường Bắc
4975,2000000,18,Hòa Cường Bắc
4976,2000000,18,Hòa Cường Bắc
4977,2000000,30,
4978,1000000,24,
4979,1000000,24,Hòa An
4980,1000000,17,
4981,1000000,17,Khuê Trung
4982,,20,Hòa Thuận Tây
4983,1000000,17,Khuê Trung
4984,2000000,50,Mỹ An
4985,2000000,19,Hòa Minh
4986,,90,
4987,1000000,15,Khuê Mỹ
4988,2000000,19,Hòa Minh
4989,2000000,18,Hòa Minh
4990,,,
4991,2000000,20,
4992,2000000,18,Hòa Minh
4993,2000000,18,Hòa Minh
4994,2000000,18,Hòa Minh
4995,1000000,12,
4996,2000000,35,Khuê Mỹ
4997,2000000,20,Hòa Minh
4998,3000000,50,Thạc Gián
4999,1000000,8,Khuê Trung
5000,2000000,20,Hòa Thuận Tây
5001,2000000,28,Hòa An
5002,1000000,15,Mỹ An
5003,1000000,20,Hòa An
5004,1000000,20,An Hải Bắc
5005,2000000,25,
5006,1000000,15,
5007,1000000,16,Hòa Khê
5008,1000000,12,
5009,2000000,20,Phước Mỹ
5010,2000000,20,Hòa Cường Bắc
5011,3000000,25,Hòa Cường Bắc
5012,4000000,40,
5013,7000000,50,
5014,1000000,20,Hòa An
5015,3000000,25,
5016,5000000,47,Mỹ An
5017,4000000,40,Mỹ An
5018,4000000,35,
5019,2000000,16,
5020,2000000,35,
5021,2000000,18,Khuê Trung
5022,2000000,20,Phước Mỹ
5023,1000000,26,
5024,3000000,35,
5025,,,
5026,1000000,18,Hòa Cường Bắc
5027,2000000,18,Khuê Trung
5028,2000000,18,Khuê Trung
5029,1000000,17,Hòa Minh
5030,2000000,40,
5031,1000000,18,Khuê Trung
5032,1000000,17,Hòa Minh
5033,1000000,16,
5034,1000000,18,Khuê Trung
5035,1000000,17,Hòa Minh
5036,1000000,18,Khuê Trung
5037,1000000,17,Hòa Minh
5038,3000000,30,Phước Mỹ
5039,2000000,38,Hòa Khê
5040,1000000,17,Hòa Minh
5041,1000000,18,Khuê Trung
5042,1000000,17,Hòa Minh
5043,1000000,18,Khuê Trung
5044,1000000,18,Khuê Trung
5045,1000000,17,Hòa Minh
5046,1000000,17,Hòa Minh
5047,1000000,18,Khuê Trung
5048,1000000,18,Hòa Minh
5049,1000000,18,Khuê Trung
5050,1000000,18,Khuê Trung
5051,1000000,17,Hòa Minh
5052,1000000,18,Hòa Cường Bắc
5053,2000000,18,Khuê Trung
5054,1000000,55,Nại Hiên Đông
5055,2000000,18,Khuê Trung
5056,1000000,18,
5057,1000000,18,
5058,2000000,18,Khuê Trung
5059,1000000,18,
5060,1000000,25,
5061,,10,
5062,33000000,100,Hòa Minh
5063,2000000,15,Hòa Minh
5064,5000000,40,
5065,8000000,40,
5066,3000000,50,Thạc Gián
5067,2000000,20,
5068,1000000,15,
5069,2000000,30,
5070,1000000,18,
5071,,35,
5072,1000000,20,
5073,3000000,103,
5074,2000000,22,
5075,3000000,30,An Hải Tây
5076,2000000,15,
5077,3000000,40,
5078,6000000,50,An Hải Bắc
5079,2000000,30,
5080,12000000,100,
5081,,25,Khuê Trung
5082,6000000,100,
5083,1000000,30,
5084,1000000,30,
5085,2000000,20,
5086,1000000,26,
5087,2000000,15,
5088,3000000,30,
5089,3000000,103,
5090,2000000,12,
5091,2000000,45,
5092,2000000,20,
5093,2000000,25,Nại Hiên Đông
5094,2000000,,Hòa Minh
5095,6000000,45,
5096,3000000,56,
5097,2000000,15,
5098,3000000,25,
5099,2000000,16,
5100,,30,
5101,,52,
5102,2000000,35,
5103,2000000,25,
5104,3000000,25,Hòa Cường Bắc
5105,3000000,20,Hòa Cường Bắc
5106,2000000,15,
5107,2000000,33,
5108,3000000,25,
5109,3000000,103,
5110,1000000,18,Hòa An
5111,3000000,103,
5112,3000000,20,Hòa Cường Bắc
5113,2000000,10,
5114,3000000,25,
5115,3000000,25,Hòa Cường Bắc
5116,1000000,16,
5117,3000000,40,
5118,4000000,35,
5119,3000000,175,
5120,,20,
5121,6000000,120,
5122,4000000,14,Phước Mỹ
5123,1000000,15,
5124,2000000,30,
5125,,20,Hòa Thọ Tây
5126,2000000,25,
5127,3000000,22,
5128,2000000,30,
5129,2000000,30,
5130,2000000,18,
5131,1000000,18,
5132,2000000,20,
5133,2000000,25,
5134,1000000,20,
5135,,16,
5136,,16,
5137,1000000,12,
5138,1000000,15,
5139,1000000,15,Hòa Minh
5140,3000000,20,
5141,2000000,25,
5142,,32,
5143,1000000,,
5144,,20,
5145,2000000,30,
5146,2000000,28,
5147,3000000,20,An Hải Bắc
5148,2000000,20,
5149,12000000,90,An Hải Bắc
5150,2000000,30,
5151,1000000,40,
5152,1000000,40,
5153,,18,
5154,2000000,20,
5155,2000000,20,
5156,2000000,25,
5157,2000000,18,
5158,2000000,20,
5159,3000000,20,An Hải Bắc
5160,1000000,15,
5161,1000000,,
5162,2000000,25,
5163,2000000,22,Khuê Mỹ
5164,2000000,20,Hòa Thuận Tây
5165,1000000,,
5166,1000000,12,
5167,,14,
5168,,14,
5169,1000000,20,
5170,,19,
5171,,19,
5172,,16,
5173,1000000,15,
5174,1000000,15,
5175,2000000,25,Hòa Minh
5176,3000000,27,
5177,1000000,26,
5178,1000000,15,
5179,3000000,20,
5180,3000000,20,
5181,1000000,22,
5182,2000000,20,
5183,2000000,20,Hòa Khánh Bắc
5184,1000000,30,
5185,1000000,22,
5186,2000000,23,
5187,1000000,15,
5188,6000000,74,
5189,3000000,50,
5190,1000000,25,
5191,2000000,20,Khuê Mỹ
5192,5000000,50,
5193,6000000,63,
5194,2000000,30,
5195,3000000,25,
5196,1000000,25,
5197,6000000,50,
5198,5000000,79,
5199,6000000,120,
5200,10000000,150,
5201,5000000,70,
5202,5000000,120,
5203,15000000,110,
5204,5000000,70,Hòa Minh
5205,7000000,75,
5206,1000000,25,
5207,2000000,20,
5208,2000000,25,
5209,2000000,25,
5210,2000000,,
5211,5000000,60,Hòa Hải
5212,2000000,,
5213,2000000,,
5214,1000000,,
5215,3000000,,
5216,3000000,,
5217,5000000,,
5218,2000000,,Mỹ An
5219,12000000,160,
5220,5000000,50,
5221,7000000,50,
5222,2000000,25,Thuận Phước
5223,5000000,80,
5224,3000000,25,
5225,1000000,,
5226,10000000,60,
5227,6000000,165,
5228,2000000,20,Hòa Cường Nam
5229,25000000,100,Phước Mỹ
5230,4000000,25,
5231,4000000,76,
5232,1000000,,
5233,2000000,,
5234,3000000,,
5235,12000000,65,
5236,3000000,,
5237,3000000,,
5238,3000000,,
5239,2000000,,
5240,4000000,25,
5241,4000000,,
5242,3000000,40,
5243,6000000,,
5244,16000000,125,
5245,6000000,35,
5246,5000000,30,
5247,13000000,25,
5248,1000000,,
5249,2000000,14,
5250,1000000,,
5251,1000000,,
5252,2000000,,
5253,5000000,,
5254,4000000,50,
5255,1000000,15,
5256,5000000,30,
5257,2000000,,Hòa Minh
5258,4000000,,Hòa Khánh Nam
5259,2000000,20,
5260,2000000,20,
5261,6000000,51,Bình Thuận
5262,2000000,25,Hòa Cường Bắc
5263,2000000,,
5264,2000000,30,Khuê Mỹ
5265,6000000,51,
5266,4000000,30,
5267,4000000,25,Nại Hiên Đông
5268,7000000,70,
5269,16000000,87,
5270,3000000,25,
5271,9000000,61,
5272,10000000,80,
5273,7000000,70,
5274,5000000,25,
5275,3000000,50,
5276,5000000,20,Phước Mỹ
5277,1000000,20,Hòa Khánh Bắc
5278,3000000,,
5279,2000000,,
5280,3000000,,
5281,3000000,20,
5282,3000000,,
5283,2000000,17,Hòa An
5284,2000000,15,Khuê Trung
5285,2000000,,
5286,2000000,25,
5287,3000000,18,
5288,3000000,,Bình Thuận
5289,3000000,,
5290,3000000,,
5291,3000000,30,
5292,2000000,,
5293,2000000,20,
5294,2000000,,
5295,1000000,,
5296,5000000,94,
5297,1000000,25,
5298,25000000,53,
5299,2000000,24,
5300,2000000,20,
5301,15000000,90,
5302,,525,
5303,4000000,40,
5304,10000000,75,Khuê Trung
5305,2000000,70,
5306,15000000,50,
5307,5000000,90,
5308,3000000,,
5309,5000000,,
5310,4000000,50,
5311,2000000,20,
5312,5000000,20,
5313,2000000,20,
5314,2000000,20,
5315,2000000,20,
5316,1000000,,
5317,2000000,22,
5318,2000000,,
5319,2000000,20,
5320,2000000,36,
5321,2000000,20,
5322,15000000,170,
5323,1000000,,
5324,3000000,,
5325,,,
5326,3000000,,
5327,3000000,,
5328,1000000,20,
5329,3000000,,
5330,10000000,,
5331,4000000,,
5332,2000000,22,
5333,2000000,,
5334,2000000,25,
5335,2000000,,
5336,4000000,80,Hòa Khánh Bắc
5337,3000000,,Hòa Cường Bắc
5338,4000000,,
5339,2000000,,
5340,5000000,,
5341,1000000,,
5342,2000000,,
5343,3000000,50,
5344,2000000,,
5345,3000000,,
5346,2000000,,
5347,2000000,,
5348,3000000,,
5349,2000000,,
5350,2000000,,
5351,1000000,,
5352,2000000,,
5353,3000000,,An Hải Bắc
5354,4000000,36,
5355,2000000,20,
5356,6000000,45,
5357,7000000,110,
5358,3000000,22,
5359,8000000,58,
5360,4000000,41,Hòa Cường Nam
5361,4000000,34,Hòa Cường Nam
5362,4000000,34,
5363,4000000,34,Hòa Cường Nam
5364,4000000,28,Hòa Cường Nam
5365,4000000,33,Hòa Cường Nam
5366,4000000,33,Hòa Cường Nam
5367,4000000,32,Hòa Cường Nam
5368,4000000,29,Hòa Cường Nam
5369,4000000,28,Hòa Cường Nam
5370,4000000,35,
5371,2000000,,
5372,2000000,,
5373,2000000,,Thanh Bình
5374,3000000,,
5375,2000000,,
5376,2000000,,
5377,1000000,,
5378,2000000,25,
5379,7000000,51,
5380,9000000,150,
5381,2000000,25,
5382,3000000,22,
5383,3000000,,Hòa Xuân
5384,2000000,,
5385,1000000,,
5386,,,
5387,2000000,,
5388,4000000,34,
5389,2000000,,
5390,3000000,,
5391,2000000,34,
5392,2000000,25,
5393,20000000,,
5394,7000000,70,
5395,2000000,,
5396,3000000,,
5397,1000000,25,
5398,5000000,50,
5399,4000000,30,
5400,1000000,,
5401,16000000,,Mỹ An
5402,4000000,,
5403,3000000,120,
5404,1000000,,Hòa Khánh Nam
5405,2000000,15,
5406,2000000,,
5407,1000000,16,
5408,1000000,14,Hòa Cường Nam
5409,1000000,25,Hòa Xuân
5410,4000000,20,
5411,8000000,86,
5412,7000000,80,
5413,2000000,25,
5414,13000000,60,
5415,3000000,25,
5416,16000000,140,Hòa Khê
5417,5000000,40,
5418,8000000,200,
5419,4000000,250,
5420,5000000,60,
5421,2000000,50,
5422,2000000,18,
5423,10000000,100,
5424,45000000,420,
5425,8000000,210,
5426,3000000,65,
5427,4000000,45,
5428,6000000,80,
5429,8000000,210,
5430,30000000,240,
5431,10000000,90,
5432,16000000,130,
5433,6000000,85,
5434,10000000,180,
5435,9000000,120,
5436,4000000,24,
5437,5000000,70,
5438,6000000,42,
5439,15000000,125,
5440,10000000,160,Hòa Cường Bắc
5441,7000000,50,Hòa Cường Bắc
5442,4000000,30,
5443,16000000,150,
5444,20000000,70,
5445,6000000,50,
5446,6000000,90,
5447,2000000,22,Chính Gián
5448,7000000,90,
5449,3000000,25,Hòa Cường Nam
5450,3000000,25,
5451,3000000,22,
5452,2000000,20,
5453,1000000,20,
5454,6000000,150,
5455,6000000,65,
5456,2000000,50,Hòa Xuân
5457,4000000,40,
5458,7000000,50,
5459,38000000,125,
5460,12000000,94,
5461,5000000,60,
5462,4000000,40,
5463,5000000,80,
5464,5000000,35,
5465,5000000,60,
5466,17000000,118,
5467,44000000,264,
5468,2000000,12,
5469,1000000,,
5470,1000000,21,
5471,6000000,90,
5472,5000000,45,
5473,1000000,30,
5474,16000000,70,
5475,30000000,240,
5476,9000000,40,
5477,12000000,55,
5478,2000000,90,
5479,16000000,130,Hòa Thuận Tây
5480,18000000,100,An Hải Bắc
5481,12000000,120,
5482,3000000,35,Mân Thái
5483,2000000,30,
5484,4000000,35,
5485,3000000,25,
5486,3000000,25,
5487,2000000,25,Hòa Xuân
5488,14000000,100,
5489,25000000,50,
5490,7000000,40,
5491,14000000,40,
5492,5000000,80,
5493,8000000,100,
5494,13000000,80,
5495,16000000,130,
5496,2000000,20,
5497,9000000,50,Nam Dương
5498,7000000,70,
5499,6000000,80,
5500,13000000,150,
5501,30000000,125,
5502,12000000,60,
5503,10000000,50,
5504,5000000,58,Chính Gián
5505,40000000,102,
5506,19000000,60,
5507,12000000,130,
5508,9000000,75,An Khê
5509,10000000,100,
5510,12000000,130,
5511,15000000,85,
5512,5000000,80,
5513,40000000,300,
5514,2000000,,
5515,5000000,,Thanh Bình
5516,5000000,30,
5517,15000000,120,
5518,1000000,25,Nại Hiên Đông
5519,1000000,,
5520,12000000,90,
5521,6000000,90,
5522,5000000,30,Nại Hiên Đông
5523,2000000,,
5524,2000000,,
5525,3000000,,
5526,3000000,20,
5527,2000000,20,
5528,1000000,20,
5529,4000000,35,
5530,1000000,20,
5531,2000000,25,
5532,1000000,15,
5533,,18,
5534,7000000,,Phước Ninh
5535,5000000,100,
5536,3000000,,
5537,1000000,,
5538,2000000,,
5539,6000000,,
5540,7000000,35,
5541,3000000,,Mân Thái
5542,2000000,,
5543,3000000,,
5544,,,
5545,1000000,,
5546,5000000,,
5547,5000000,,
5548,1000000,,
5549,5000000,,
5550,7000000,,
5551,1000000,,
5552,4000000,25,
5553,6000000,,
5554,7000000,90,
5555,1000000,12,
5556,5000000,40,
5557,15000000,120,Nam Dương
5558,16000000,,
5559,2000000,,
5560,4000000,,
5561,1000000,,
5562,12000000,,
5563,6000000,,
5564,22000000,,
5565,25000000,,
5566,1000000,,Hòa Cường Bắc
5567,6000000,53,
5568,3000000,,
5569,2000000,35,
5570,1000000,20,
5571,2000000,25,
5572,,50,Thạc Gián
5573,6000000,53,
5574,6000000,50,Mỹ An
5575,2000000,20,Thạc Gián
5576,2000000,25,Khuê Trung
5577,3000000,25,
5578,3000000,22,An Khê
5579,4000000,25,Chính Gián
5580,3000000,140,
5581,5000000,50,
5582,1000000,18,
5583,2000000,20,
5584,9000000,50,
5585,9000000,84,
5586,2000000,,
5587,1000000,,Hòa An
5588,3000000,25,
5589,1000000,,
5590,4000000,,
5591,1000000,,
5592,3000000,,
5593,8000000,60,Mỹ An
5594,3000000,25,Khuê Trung
5595,3000000,25,
5596,6000000,53,
5597,1000000,12,Hòa Xuân
5598,3000000,20,
5599,4000000,,
5600,4000000,60,
5601,2000000,,
5602,8000000,100,Hòa Thuận Tây
5603,3000000,25,
5604,13000000,60,
5605,32000000,290,
5606,15000000,100,
5607,4000000,100,
5608,5000000,45,
5609,5000000,70,
5610,15000000,100,Mân Thái
5611,12000000,70,An Hải Đông
5612,9000000,120,
5613,1000000,16,
5614,4000000,40,
5615,4000000,,
5616,1000000,,
5617,3000000,42,
5618,1000000,,
5619,2000000,,
5620,3000000,,
5621,1000000,,
5622,3000000,18,
5623,1000000,,
5624,1000000,,
5625,2000000,,
5626,3000000,,Phước Mỹ
5627,2000000,,
5628,2000000,25,
5629,2000000,,
5630,5000000,,
5631,3000000,20,
5632,4000000,35,
5633,2000000,20,
5634,5000000,50,
5635,6000000,53,
5636,3000000,24,
5637,,24,
5638,1000000,20,
5639,8000000,70,
5640,11000000,,
5641,4000000,40,Khuê Trung
5642,5000000,48,
5643,6000000,20,
5644,4000000,45,
5645,2000000,20,
5646,3000000,35,
5647,1000000,25,
5648,2000000,,
5649,3000000,,
5650,2000000,,
5651,1000000,25,
5652,1000000,,
5653,2000000,,Thanh Bình
5654,13000000,,
5655,2000000,,
5656,22000000,,
5657,1000000,,
5658,8000000,135,
5659,3000000,50,
5660,4000000,,
5661,4000000,55,
5662,2000000,20,
5663,,15,
5664,16000000,14,
5665,1000000,50,
5666,7000000,,
5667,1000000,,
5668,4000000,,
5669,1000000,,
5670,3000000,,
5671,3000000,,
5672,3000000,,Mân Thái
5673,2000000,,
5674,8000000,90,Hòa Thuận Tây
5675,6000000,100,
5676,4000000,25,
5677,6000000,,
5678,7000000,80,
5679,3000000,,
5680,25000000,,
5681,,,
5682,2000000,,
5683,5000000,,
5684,1000000,,
5685,4000000,45,
5686,20000000,120,Phước Mỹ
5687,12000000,90,
5688,8000000,120,
5689,3000000,50,
5690,8000000,45,
5691,5000000,32,
5692,1000000,20,Hòa Xuân
5693,2000000,,
5694,3000000,21,
5695,2000000,,
5696,1000000,,
5697,6000000,70,
5698,3000000,85,
5699,2000000,20,Hòa Xuân
5700,5000000,90,
5701,2000000,25,
5702,1000000,25,
5703,5000000,55,Thanh Bình
5704,7000000,90,
5705,2000000,20,
5706,4000000,,
5707,5000000,,
5708,1000000,35,
5709,,30,
5710,1000000,20,
5711,25000000,210,
5712,3000000,30,
5713,2000000,30,
5714,5000000,60,
5715,1000000,20,
5716,1000000,20,
5717,5000000,,
5718,5000000,,
5719,1000000,20,
5720,2000000,25,
5721,6000000,76,
5722,1000000,20,
5723,10000000,210,
5724,2000000,20,
5725,4000000,20,
5726,5000000,,
5727,10000000,,
5728,2000000,50,
5729,2000000,35,
5730,1000000,20,
5731,5000000,90,
5732,1000000,25,
5733,15000000,90,
5734,,25,
5735,7000000,20,
5736,7000000,130,
5737,4000000,20,
5738,6000000,76,
5739,30000000,202,
5740,8000000,20,
5741,6000000,20,
5742,3000000,21,
5743,1000000,20,Mỹ An
5744,7000000,50,
5745,8000000,60,
5746,6000000,30,
5747,5000000,40,
5748,7000000,81,
5749,8000000,120,
5750,12000000,50,
5751,5000000,60,
5752,1000000,25,
5753,4000000,60,
5754,1000000,20,Hòa Khánh Nam
5755,9000000,120,
